examples_seen,loss,lr,seconds
32,15.957307815551758,0.05,0.08422541618347168
1056,19.925642013549805,0.04971690027922922,0.5397913455963135
2080,11.795808792114258,0.04943380055845844,1.6363284587860107
3104,6.6554718017578125,0.049150700837687654,2.0336620807647705
4128,3.0736570358276367,0.04886760111691687,2.4654393196105957
5152,1.1212074756622314,0.04858450139614609,2.831728935241699
6176,1.1340715885162354,0.048301401675375305,3.2562379837036133
7200,0.7596823573112488,0.04801830195460452,3.6309735774993896
8224,0.50728440284729,0.047735202233833735,4.064289093017578
9248,0.6125412583351135,0.04745210251306295,4.462223768234253
10272,0.878764271736145,0.04716900279229217,4.838382005691528
11296,0.895443320274353,0.046885903071521386,5.237427711486816
12320,0.9473443627357483,0.0466028033507506,5.611057996749878
13344,0.3466660976409912,0.04631970362997982,6.008879661560059
14368,0.3341059982776642,0.04603660390920904,6.474367618560791
15392,0.8260037899017334,0.04575350418843826,6.857280254364014
16416,0.35527321696281433,0.04547040446766747,7.252877950668335
17440,0.27957862615585327,0.04518730474689669,7.618193626403809
18464,2.285473585128784,0.04490420502612591,7.997667074203491
19488,0.4740270674228668,0.044621105305355124,8.37091326713562
20512,0.7256205081939697,0.04433800558458434,8.748327493667603
21536,0.9660183191299438,0.044054905863813554,9.10614562034607
22560,0.29682618379592896,0.04377180614304277,9.475932836532593
23584,0.6071515083312988,0.04348870642227198,9.894684076309204
24608,0.38266220688819885,0.043205606701501205,10.231375455856323
25632,0.6837013959884644,0.04292250698073042,10.6378014087677
26656,0.2049546092748642,0.04263940725995964,11.01235556602478
27680,0.18352733552455902,0.042356307539188856,11.390029907226562
28704,0.3454263210296631,0.04207320781841807,11.74274492263794
29728,0.24984189867973328,0.04179010809764729,12.054991245269775
30752,0.17903222143650055,0.04150700837687651,12.407474994659424
31776,0.19835056364536285,0.04122390865610573,12.788887739181519
32800,0.2452142983675003,0.040940808935334944,13.15844988822937
33824,0.4344337582588196,0.04065770921456416,13.545198202133179
34848,0.2637595534324646,0.04037460949379337,13.941546440124512
35872,0.36244672536849976,0.04009150977302259,14.342297315597534
36896,0.18175406754016876,0.0398084100522518,14.675893306732178
37920,0.9628978371620178,0.039525310331481024,15.053657293319702
38944,0.9918909072875977,0.03924221061071024,15.405340909957886
39968,0.23597607016563416,0.038959110889939454,15.736571788787842
40992,0.117094486951828,0.038676011169168675,16.13913106918335
42016,0.6424486041069031,0.03839291144839789,16.503355503082275
43040,0.2839164435863495,0.03810981172762711,16.86074662208557
44064,0.17923331260681152,0.037826712006856326,17.275075435638428
45088,0.1639626920223236,0.03754361228608554,17.676520586013794
46112,0.1685691624879837,0.037260512565314756,18.060399770736694
47136,0.23227080702781677,0.03697741284454397,18.47678256034851
48160,1.1695414781570435,0.03669431312377319,18.826855659484863
49184,0.263484925031662,0.03641121340300241,19.21455144882202
50208,0.24006609618663788,0.03612811368223162,19.627084970474243
51232,0.16553372144699097,0.035845013961460837,20.014262437820435
52256,0.22548925876617432,0.03556191424069006,20.41956067085266
53280,0.20763377845287323,0.03527881451991927,20.806177377700806
54304,0.09639409184455872,0.034995714799148495,21.195647716522217
55328,0.24606618285179138,0.03471261507837771,21.530776500701904
56352,0.2962600588798523,0.034429515357606924,21.907056093215942
57376,0.22516830265522003,0.03414641563683614,22.300650596618652
58400,0.16564176976680756,0.03386331591606536,22.68114423751831
59424,0.23021695017814636,0.033580216195294575,23.067349195480347
60445,0.20280276238918304,0.03329794586823699,23.435728311538696
61469,0.25140801072120667,0.033014846147466206,23.857453107833862
62493,0.09550941735506058,0.03273174642669542,24.2409348487854
63517,0.19387629628181458,0.032448646705924636,24.557625770568848
64541,0.18136949837207794,0.03216554698515386,24.915740728378296
65565,0.2626872956752777,0.03188244726438307,25.227814197540283
66589,0.2533228397369385,0.03159934754361229,25.588616847991943
67613,0.7060182690620422,0.0313162478228415,25.923972845077515
68637,0.5455828905105591,0.03103314810207072,26.289368867874146
69661,0.16693513095378876,0.030750048381299935,26.665844917297363
70685,0.3174251317977905,0.030466948660529153,27.107627153396606
71709,0.17074206471443176,0.030183848939758375,27.483981609344482
72733,0.11388412117958069,0.02990074921898759,27.886056900024414
73757,1.4574288129806519,0.029617649498216804,28.271162271499634
74781,0.2746792435646057,0.02933454977744602,28.673011541366577
75805,2.248361110687256,0.02905145005667524,29.091414213180542
76829,0.17827925086021423,0.02876835033590446,29.457597732543945
77853,0.1737583726644516,0.028485250615133673,29.839943885803223
78877,0.2562604546546936,0.028202150894362888,30.221816539764404
79901,0.9451786875724792,0.027919051173592103,30.59194278717041
80925,0.18319939076900482,0.027635951452821318,30.95505714416504
81949,0.16872119903564453,0.02735285173205054,31.319628953933716
82973,0.6885221004486084,0.027069752011279757,31.730432987213135
83997,0.14956095814704895,0.026786652290508972,32.11260461807251
85021,0.10695654153823853,0.026503552569738187,32.48208713531494
86045,0.11518128216266632,0.0262204528489674,32.92066740989685
87069,0.1300225406885147,0.025937353128196623,33.29602551460266
88093,0.2564524710178375,0.025654253407425845,33.67554187774658
89117,0.10086832195520401,0.02537115368665506,34.02355623245239
90141,0.1508369743824005,0.025088053965884274,34.394087076187134
91165,0.20981213450431824,0.02480495424511349,34.74216890335083
92189,0.1964208483695984,0.024521854524342707,35.09183359146118
93213,0.12220233678817749,0.024238754803571922,35.441195011138916
94237,0.1230107769370079,0.023955655082801144,35.81025266647339
95261,0.2848428189754486,0.02367255536203036,36.16781401634216
96285,0.13952866196632385,0.023389455641259573,36.513888359069824
97309,0.17086730897426605,0.02310635592048879,36.845348596572876
98333,0.1369677633047104,0.022823256199718006,37.18056011199951
99357,0.48357775807380676,0.02254015647894722,37.51894450187683
100381,0.1196015328168869,0.022257056758176443,37.92612934112549
101405,0.13542957603931427,0.021973957037405657,38.2708215713501
102429,0.15128780901432037,0.021690857316634872,38.64570116996765
103453,1.9583134651184082,0.021407757595864094,39.02633023262024
104477,1.8132892847061157,0.02112465787509331,39.401954889297485
